"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHE","CPI","TOT","AGRWTH","M","2011-10",-0.1125024,
"CHE","CPI","TOT","AGRWTH","M","2011-11",-0.5257328,
"CHE","CPI","TOT","AGRWTH","M","2011-12",-0.7147083,
"CHE","CPI","TOT","AGRWTH","M","2012-01",-0.789483,
"CHE","CPI","TOT","AGRWTH","M","2012-02",-0.8835077,
"CHE","CPI","TOT","AGRWTH","M","2012-03",-0.9542573,
"CHE","CPI","TOT","AGRWTH","M","2012-04",-0.9896104,
"CHE","CPI","TOT","AGRWTH","M","2012-05",-1.01359,
"CHE","CPI","TOT","AGRWTH","M","2012-06",-1.053698,
"CHE","CPI","TOT","AGRWTH","M","2012-07",-0.7141086,
"CHE","CPI","TOT","AGRWTH","M","2012-08",-0.452998,
"CHE","CPI","TOT","AGRWTH","M","2012-09",-0.4113652,
"CHE","CPI","TOT","AGRWTH","M","2012-10",-0.22223,
"CHE","CPI","TOT","AGRWTH","M","2012-11",-0.3754671,
"CHE","CPI","TOT","AGRWTH","M","2012-12",-0.43446,
"CHE","CPI","TOT","AGRWTH","M","2013-01",-0.2696843,
"CHE","CPI","TOT","AGRWTH","M","2013-02",-0.2561671,
"CHE","CPI","TOT","AGRWTH","M","2013-03",-0.5936288,
"CHE","CPI","TOT","AGRWTH","M","2013-04",-0.6343441,
"CHE","CPI","TOT","AGRWTH","M","2013-05",-0.5073508,
"CHE","CPI","TOT","AGRWTH","M","2013-06",-0.1279547,
"CHE","CPI","TOT","AGRWTH","M","2013-07",-0.002752338,
"CHE","CPI","TOT","AGRWTH","M","2013-08",-0.04454233,
"CHE","CPI","TOT","AGRWTH","M","2013-09",-0.05538238,
"CHE","CPI","TOT","AGRWTH","M","2013-10",-0.2552282,
"CHE","CPI","TOT","AGRWTH","M","2013-11",0.07985541,
"CHE","CPI","TOT","AGRWTH","M","2013-12",0.06713167,
"CHE","CPI","TOT","AGRWTH","M","2014-01",0.05437877,
"CHE","CPI","TOT","AGRWTH","M","2014-02",-0.1411062,
"CHE","CPI","TOT","AGRWTH","M","2014-03",0.002847425,
"TUR","CPI","TOT","AGRWTH","M","2007-12",8.38724,
"TUR","CPI","TOT","AGRWTH","M","2008-01",8.171378,
"TUR","CPI","TOT","AGRWTH","M","2008-02",9.104237,
"TUR","CPI","TOT","AGRWTH","M","2008-03",9.152321,
"TUR","CPI","TOT","AGRWTH","M","2008-04",9.660519,
"TUR","CPI","TOT","AGRWTH","M","2008-05",10.74056,
"TUR","CPI","TOT","AGRWTH","M","2008-06",10.60921,
"TUR","CPI","TOT","AGRWTH","M","2008-07",12.06461,
"TUR","CPI","TOT","AGRWTH","M","2008-08",11.7664,
"TUR","CPI","TOT","AGRWTH","M","2008-09",11.12538,
"TUR","CPI","TOT","AGRWTH","M","2008-10",11.9857,
"TUR","CPI","TOT","AGRWTH","M","2008-11",10.75971,
"TUR","CPI","TOT","AGRWTH","M","2008-12",10.0638,
"TUR","CPI","TOT","AGRWTH","M","2009-01",9.500477,
"TUR","CPI","TOT","AGRWTH","M","2009-02",7.733136,
"TUR","CPI","TOT","AGRWTH","M","2009-03",7.885806,
"TUR","CPI","TOT","AGRWTH","M","2009-04",6.126055,
"TUR","CPI","TOT","AGRWTH","M","2009-05",5.236345,
"TUR","CPI","TOT","AGRWTH","M","2009-06",5.734257,
"TUR","CPI","TOT","AGRWTH","M","2009-07",5.392535,
"TUR","CPI","TOT","AGRWTH","M","2009-08",5.334795,
"TUR","CPI","TOT","AGRWTH","M","2009-09",5.272284,
"TUR","CPI","TOT","AGRWTH","M","2009-10",5.076047,
"TUR","CPI","TOT","AGRWTH","M","2009-11",5.530726,
"TUR","CPI","TOT","AGRWTH","M","2009-12",6.525804,
"TUR","CPI","TOT","AGRWTH","M","2010-01",8.185208,
"TUR","CPI","TOT","AGRWTH","M","2010-02",10.12785,
"TUR","CPI","TOT","AGRWTH","M","2010-03",9.560819,
"TUR","CPI","TOT","AGRWTH","M","2010-04",10.19426,
"TUR","CPI","TOT","AGRWTH","M","2010-05",9.099822,
"TUR","CPI","TOT","AGRWTH","M","2010-06",8.367509,
"TUR","CPI","TOT","AGRWTH","M","2010-07",7.577238,
"TUR","CPI","TOT","AGRWTH","M","2010-08",8.334865,
"TUR","CPI","TOT","AGRWTH","M","2010-09",9.235649,
"TUR","CPI","TOT","AGRWTH","M","2010-10",8.619252,
"TUR","CPI","TOT","AGRWTH","M","2010-11",7.287807,
"TUR","CPI","TOT","AGRWTH","M","2010-12",6.40103,
"TUR","CPI","TOT","AGRWTH","M","2011-01",4.900328,
"TUR","CPI","TOT","AGRWTH","M","2011-02",4.156521,
"TUR","CPI","TOT","AGRWTH","M","2011-03",3.986037,
"TUR","CPI","TOT","AGRWTH","M","2011-04",4.264607,
"TUR","CPI","TOT","AGRWTH","M","2011-05",7.172545,
"TUR","CPI","TOT","AGRWTH","M","2011-06",6.235879,
"TUR","CPI","TOT","AGRWTH","M","2011-07",6.311368,
"TUR","CPI","TOT","AGRWTH","M","2011-08",6.653477,
"TUR","CPI","TOT","AGRWTH","M","2011-09",6.154018,
"TUR","CPI","TOT","AGRWTH","M","2011-10",7.655607,
"TUR","CPI","TOT","AGRWTH","M","2011-11",9.484649,
"TUR","CPI","TOT","AGRWTH","M","2011-12",10.44817,
"TUR","CPI","TOT","AGRWTH","M","2012-01",10.61336,
"TUR","CPI","TOT","AGRWTH","M","2012-02",10.43332,
"TUR","CPI","TOT","AGRWTH","M","2012-03",10.42772,
"TUR","CPI","TOT","AGRWTH","M","2012-04",11.13795,
"TUR","CPI","TOT","AGRWTH","M","2012-05",8.280488,
"TUR","CPI","TOT","AGRWTH","M","2012-06",8.868567,
"TUR","CPI","TOT","AGRWTH","M","2012-07",9.065187,
"TUR","CPI","TOT","AGRWTH","M","2012-08",8.883235,
"TUR","CPI","TOT","AGRWTH","M","2012-09",9.185122,
"TUR","CPI","TOT","AGRWTH","M","2012-10",7.79889,
"TUR","CPI","TOT","AGRWTH","M","2012-11",6.369555,
"TUR","CPI","TOT","AGRWTH","M","2012-12",6.163804,
"TUR","CPI","TOT","AGRWTH","M","2013-01",7.307654,
"TUR","CPI","TOT","AGRWTH","M","2013-02",7.025403,
"TUR","CPI","TOT","AGRWTH","M","2013-03",7.290645,
"TUR","CPI","TOT","AGRWTH","M","2013-04",6.133784,
"TUR","CPI","TOT","AGRWTH","M","2013-05",6.514689,
"TUR","CPI","TOT","AGRWTH","M","2013-06",8.297519,
"TUR","CPI","TOT","AGRWTH","M","2013-07",8.884429,
"TUR","CPI","TOT","AGRWTH","M","2013-08",8.168233,
"TUR","CPI","TOT","AGRWTH","M","2013-09",7.882438,
"TUR","CPI","TOT","AGRWTH","M","2013-10",7.711936,
"TUR","CPI","TOT","AGRWTH","M","2013-11",7.315695,
"TUR","CPI","TOT","AGRWTH","M","2013-12",7.40046,
"TUR","CPI","TOT","AGRWTH","M","2014-01",7.751223,
"TUR","CPI","TOT","AGRWTH","M","2014-02",7.889047,
"TUR","CPI","TOT","AGRWTH","M","2014-03",8.385505,
"GBR","CPI","TOT","AGRWTH","M","2007-12",2.3,
"GBR","CPI","TOT","AGRWTH","M","2008-01",2.4,
"GBR","CPI","TOT","AGRWTH","M","2008-02",2.6,
"GBR","CPI","TOT","AGRWTH","M","2008-03",2.6,
"GBR","CPI","TOT","AGRWTH","M","2008-04",3,
"GBR","CPI","TOT","AGRWTH","M","2008-05",3.3,
"GBR","CPI","TOT","AGRWTH","M","2008-06",3.7,
"GBR","CPI","TOT","AGRWTH","M","2008-07",4.2,
"GBR","CPI","TOT","AGRWTH","M","2008-08",4.4,
"GBR","CPI","TOT","AGRWTH","M","2008-09",4.8,
"GBR","CPI","TOT","AGRWTH","M","2008-10",4.2,
"GBR","CPI","TOT","AGRWTH","M","2008-11",3.8,
"GBR","CPI","TOT","AGRWTH","M","2008-12",3,
"GBR","CPI","TOT","AGRWTH","M","2009-01",2.9,
"GBR","CPI","TOT","AGRWTH","M","2009-02",3.1,
"GBR","CPI","TOT","AGRWTH","M","2009-03",2.8,
"GBR","CPI","TOT","AGRWTH","M","2009-04",2.3,
"GBR","CPI","TOT","AGRWTH","M","2009-05",2.1,
"GBR","CPI","TOT","AGRWTH","M","2009-06",1.7,
"GBR","CPI","TOT","AGRWTH","M","2009-07",1.6,
"GBR","CPI","TOT","AGRWTH","M","2009-08",1.4,
"GBR","CPI","TOT","AGRWTH","M","2009-09",1,
"GBR","CPI","TOT","AGRWTH","M","2009-10",1.2,
"GBR","CPI","TOT","AGRWTH","M","2009-11",1.5,
"GBR","CPI","TOT","AGRWTH","M","2009-12",2.1,
"GBR","CPI","TOT","AGRWTH","M","2010-01",2.6,
"GBR","CPI","TOT","AGRWTH","M","2010-02",2.1,
"GBR","CPI","TOT","AGRWTH","M","2010-03",2.4,
"GBR","CPI","TOT","AGRWTH","M","2010-04",2.7,
"GBR","CPI","TOT","AGRWTH","M","2010-05",2.5,
"GBR","CPI","TOT","AGRWTH","M","2010-06",2.4,
"GBR","CPI","TOT","AGRWTH","M","2010-07",2.3,
"GBR","CPI","TOT","AGRWTH","M","2010-08",2.4,
"GBR","CPI","TOT","AGRWTH","M","2010-09",2.4,
"GBR","CPI","TOT","AGRWTH","M","2010-10",2.5,
"GBR","CPI","TOT","AGRWTH","M","2010-11",2.6,
"GBR","CPI","TOT","AGRWTH","M","2010-12",3.1,
"GBR","CPI","TOT","AGRWTH","M","2011-01",3.4,
"GBR","CPI","TOT","AGRWTH","M","2011-02",3.7,
"GBR","CPI","TOT","AGRWTH","M","2011-03",3.5,
"GBR","CPI","TOT","AGRWTH","M","2011-04",3.8,
"GBR","CPI","TOT","AGRWTH","M","2011-05",3.8,
"GBR","CPI","TOT","AGRWTH","M","2011-06",3.6,
"GBR","CPI","TOT","AGRWTH","M","2011-07",3.8,
"GBR","CPI","TOT","AGRWTH","M","2011-08",3.9,
"GBR","CPI","TOT","AGRWTH","M","2011-09",4.5,
"GBR","CPI","TOT","AGRWTH","M","2011-10",4.3,
"GBR","CPI","TOT","AGRWTH","M","2011-11",4.1,
"GBR","CPI","TOT","AGRWTH","M","2011-12",3.7,
"GBR","CPI","TOT","AGRWTH","M","2012-01",3.2,
"GBR","CPI","TOT","AGRWTH","M","2012-02",3.1,
"GBR","CPI","TOT","AGRWTH","M","2012-03",3.1,
"GBR","CPI","TOT","AGRWTH","M","2012-04",2.8,
"GBR","CPI","TOT","AGRWTH","M","2012-05",2.5,
"GBR","CPI","TOT","AGRWTH","M","2012-06",2.3,
"GBR","CPI","TOT","AGRWTH","M","2012-07",2.4,
"GBR","CPI","TOT","AGRWTH","M","2012-08",2.3,
"GBR","CPI","TOT","AGRWTH","M","2012-09",2.1,
"GBR","CPI","TOT","AGRWTH","M","2012-10",2.4,
"GBR","CPI","TOT","AGRWTH","M","2012-11",2.4,
"GBR","CPI","TOT","AGRWTH","M","2012-12",2.4,
"GBR","CPI","TOT","AGRWTH","M","2013-01",2.4,
"GBR","CPI","TOT","AGRWTH","M","2013-02",2.5,
"GBR","CPI","TOT","AGRWTH","M","2013-03",2.5,
"GBR","CPI","TOT","AGRWTH","M","2013-04",2.2,
"GBR","CPI","TOT","AGRWTH","M","2013-05",2.4,
"GBR","CPI","TOT","AGRWTH","M","2013-06",2.6,
"GBR","CPI","TOT","AGRWTH","M","2013-07",2.5,
"GBR","CPI","TOT","AGRWTH","M","2013-08",2.4,
"GBR","CPI","TOT","AGRWTH","M","2013-09",2.4,
"GBR","CPI","TOT","AGRWTH","M","2013-10",2,
"GBR","CPI","TOT","AGRWTH","M","2013-11",1.9,
"GBR","CPI","TOT","AGRWTH","M","2013-12",1.9,
"GBR","CPI","TOT","AGRWTH","M","2014-01",1.8,
"GBR","CPI","TOT","AGRWTH","M","2014-02",1.6,
"GBR","CPI","TOT","AGRWTH","M","2014-03",1.5,
"USA","CPI","TOT","AGRWTH","M","2007-12",4.081269,
"USA","CPI","TOT","AGRWTH","M","2008-01",4.280294,
"USA","CPI","TOT","AGRWTH","M","2008-02",4.026556,
"USA","CPI","TOT","AGRWTH","M","2008-03",3.981456,
"USA","CPI","TOT","AGRWTH","M","2008-04",3.93689,
"USA","CPI","TOT","AGRWTH","M","2008-05",4.175543,
"USA","CPI","TOT","AGRWTH","M","2008-06",5.02179,
"USA","CPI","TOT","AGRWTH","M","2008-07",5.600123,
"USA","CPI","TOT","AGRWTH","M","2008-08",5.371855,
"USA","CPI","TOT","AGRWTH","M","2008-09",4.936927,
"USA","CPI","TOT","AGRWTH","M","2008-10",3.655186,
"USA","CPI","TOT","AGRWTH","M","2008-11",1.069575,
"USA","CPI","TOT","AGRWTH","M","2008-12",0.0914129,
"USA","CPI","TOT","AGRWTH","M","2009-01",0.0298465,
"USA","CPI","TOT","AGRWTH","M","2009-02",0.2361911,
"USA","CPI","TOT","AGRWTH","M","2009-03",-0.3835562,
"USA","CPI","TOT","AGRWTH","M","2009-04",-0.7368857,
"USA","CPI","TOT","AGRWTH","M","2009-05",-1.281436,
"USA","CPI","TOT","AGRWTH","M","2009-06",-1.426776,
"USA","CPI","TOT","AGRWTH","M","2009-07",-2.097161,
"USA","CPI","TOT","AGRWTH","M","2009-08",-1.484349,
"USA","CPI","TOT","AGRWTH","M","2009-09",-1.286206,
"USA","CPI","TOT","AGRWTH","M","2009-10",-0.1828483,
"USA","CPI","TOT","AGRWTH","M","2009-11",1.838296,
"USA","CPI","TOT","AGRWTH","M","2009-12",2.721331,
"USA","CPI","TOT","AGRWTH","M","2010-01",2.625709,
"USA","CPI","TOT","AGRWTH","M","2010-02",2.143332,
"USA","CPI","TOT","AGRWTH","M","2010-03",2.313959,
"USA","CPI","TOT","AGRWTH","M","2010-04",2.236447,
"USA","CPI","TOT","AGRWTH","M","2010-05",2.020986,
"USA","CPI","TOT","AGRWTH","M","2010-06",1.053349,
"USA","CPI","TOT","AGRWTH","M","2010-07",1.235193,
"USA","CPI","TOT","AGRWTH","M","2010-08",1.148105,
"USA","CPI","TOT","AGRWTH","M","2010-09",1.143683,
"USA","CPI","TOT","AGRWTH","M","2010-10",1.172188,
"USA","CPI","TOT","AGRWTH","M","2010-11",1.143161,
"USA","CPI","TOT","AGRWTH","M","2010-12",1.495723,
"USA","CPI","TOT","AGRWTH","M","2011-01",1.631847,
"USA","CPI","TOT","AGRWTH","M","2011-02",2.107585,
"USA","CPI","TOT","AGRWTH","M","2011-03",2.681603,
"USA","CPI","TOT","AGRWTH","M","2011-04",3.163631,
"USA","CPI","TOT","AGRWTH","M","2011-05",3.568646,
"USA","CPI","TOT","AGRWTH","M","2011-06",3.558828,
"USA","CPI","TOT","AGRWTH","M","2011-07",3.628716,
"USA","CPI","TOT","AGRWTH","M","2011-08",3.771208,
"USA","CPI","TOT","AGRWTH","M","2011-09",3.868357,
"USA","CPI","TOT","AGRWTH","M","2011-10",3.5252,
"USA","CPI","TOT","AGRWTH","M","2011-11",3.394378,
"USA","CPI","TOT","AGRWTH","M","2011-12",2.962419,
"USA","CPI","TOT","AGRWTH","M","2012-01",2.925217,
"USA","CPI","TOT","AGRWTH","M","2012-02",2.871099,
"USA","CPI","TOT","AGRWTH","M","2012-03",2.651398,
"USA","CPI","TOT","AGRWTH","M","2012-04",2.30274,
"USA","CPI","TOT","AGRWTH","M","2012-05",1.704254,
"USA","CPI","TOT","AGRWTH","M","2012-06",1.663994,
"USA","CPI","TOT","AGRWTH","M","2012-07",1.408451,
"USA","CPI","TOT","AGRWTH","M","2012-08",1.692379,
"USA","CPI","TOT","AGRWTH","M","2012-09",1.991282,
"USA","CPI","TOT","AGRWTH","M","2012-10",2.162344,
"USA","CPI","TOT","AGRWTH","M","2012-11",1.764134,
"USA","CPI","TOT","AGRWTH","M","2012-12",1.741022,
"USA","CPI","TOT","AGRWTH","M","2013-01",1.594865,
"USA","CPI","TOT","AGRWTH","M","2013-02",1.977924,
"USA","CPI","TOT","AGRWTH","M","2013-03",1.473896,
"USA","CPI","TOT","AGRWTH","M","2013-04",1.063085,
"USA","CPI","TOT","AGRWTH","M","2013-05",1.361965,
"USA","CPI","TOT","AGRWTH","M","2013-06",1.754417,
"USA","CPI","TOT","AGRWTH","M","2013-07",1.960682,
"USA","CPI","TOT","AGRWTH","M","2013-08",1.518368,
"USA","CPI","TOT","AGRWTH","M","2013-09",1.184925,
"USA","CPI","TOT","AGRWTH","M","2013-10",0.9636127,
"USA","CPI","TOT","AGRWTH","M","2013-11",1.237072,
"USA","CPI","TOT","AGRWTH","M","2013-12",1.501736,
"USA","CPI","TOT","AGRWTH","M","2014-01",1.578947,
"USA","CPI","TOT","AGRWTH","M","2014-02",1.126349,
"USA","CPI","TOT","AGRWTH","M","2014-03",1.512203,
"BRA","CPI","TOT","AGRWTH","M","2007-12",4.457659,
"BRA","CPI","TOT","AGRWTH","M","2008-01",4.56148,
"BRA","CPI","TOT","AGRWTH","M","2008-02",4.613513,
"BRA","CPI","TOT","AGRWTH","M","2008-03",4.728311,
"BRA","CPI","TOT","AGRWTH","M","2008-04",5.041627,
"BRA","CPI","TOT","AGRWTH","M","2008-05",5.576029,
"BRA","CPI","TOT","AGRWTH","M","2008-06",6.060584,
"BRA","CPI","TOT","AGRWTH","M","2008-07",6.367092,
"BRA","CPI","TOT","AGRWTH","M","2008-08",6.165818,
"BRA","CPI","TOT","AGRWTH","M","2008-09",6.250534,
"BRA","CPI","TOT","AGRWTH","M","2008-10",6.40953,
"BRA","CPI","TOT","AGRWTH","M","2008-11",6.388597,
"BRA","CPI","TOT","AGRWTH","M","2008-12",5.902724,
"BRA","CPI","TOT","AGRWTH","M","2009-01",5.839345,
"BRA","CPI","TOT","AGRWTH","M","2009-02",5.902537,
"BRA","CPI","TOT","AGRWTH","M","2009-03",5.607123,
"BRA","CPI","TOT","AGRWTH","M","2009-04",5.533778,
"BRA","CPI","TOT","AGRWTH","M","2009-05",5.198622,
"BRA","CPI","TOT","AGRWTH","M","2009-06",4.801566,
"BRA","CPI","TOT","AGRWTH","M","2009-07",4.499396,
"BRA","CPI","TOT","AGRWTH","M","2009-08",4.363852,
"BRA","CPI","TOT","AGRWTH","M","2009-09",4.343101,
"BRA","CPI","TOT","AGRWTH","M","2009-10",4.166391,
"BRA","CPI","TOT","AGRWTH","M","2009-11",4.218346,
"BRA","CPI","TOT","AGRWTH","M","2009-12",4.31165,
"BRA","CPI","TOT","AGRWTH","M","2010-01",4.592086,
"BRA","CPI","TOT","AGRWTH","M","2010-02",4.8311,
"BRA","CPI","TOT","AGRWTH","M","2010-03",5.166003,
"BRA","CPI","TOT","AGRWTH","M","2010-04",5.260261,
"BRA","CPI","TOT","AGRWTH","M","2010-05",5.218403,
"BRA","CPI","TOT","AGRWTH","M","2010-06",4.841091,
"BRA","CPI","TOT","AGRWTH","M","2010-07",4.600534,
"BRA","CPI","TOT","AGRWTH","M","2010-08",4.485544,
"BRA","CPI","TOT","AGRWTH","M","2010-09",4.70422,
"BRA","CPI","TOT","AGRWTH","M","2010-10",5.195061,
"BRA","CPI","TOT","AGRWTH","M","2010-11",5.634848,
"BRA","CPI","TOT","AGRWTH","M","2010-12",5.908689,
"BRA","CPI","TOT","AGRWTH","M","2011-01",5.992987,
"BRA","CPI","TOT","AGRWTH","M","2011-02",6.014171,
"BRA","CPI","TOT","AGRWTH","M","2011-03",6.298987,
"BRA","CPI","TOT","AGRWTH","M","2011-04",6.510257,
"BRA","CPI","TOT","AGRWTH","M","2011-05",6.552782,
"BRA","CPI","TOT","AGRWTH","M","2011-06",6.712551,
"BRA","CPI","TOT","AGRWTH","M","2011-07",6.872599,
"BRA","CPI","TOT","AGRWTH","M","2011-08",7.225226,
"BRA","CPI","TOT","AGRWTH","M","2011-09",7.310902,
"BRA","CPI","TOT","AGRWTH","M","2011-10",6.970099,
"BRA","CPI","TOT","AGRWTH","M","2011-11",6.641309,
"BRA","CPI","TOT","AGRWTH","M","2011-12",6.502414,
"BRA","CPI","TOT","AGRWTH","M","2012-01",6.218308,
"BRA","CPI","TOT","AGRWTH","M","2012-02",5.849393,
"BRA","CPI","TOT","AGRWTH","M","2012-03",5.239686,
"BRA","CPI","TOT","AGRWTH","M","2012-04",5.105378,
"BRA","CPI","TOT","AGRWTH","M","2012-05",4.98766,
"BRA","CPI","TOT","AGRWTH","M","2012-06",4.914823,
"BRA","CPI","TOT","AGRWTH","M","2012-07",5.198414,
"BRA","CPI","TOT","AGRWTH","M","2012-08",5.240384,
"BRA","CPI","TOT","AGRWTH","M","2012-09",5.282203,
"BRA","CPI","TOT","AGRWTH","M","2012-10",5.449829,
"BRA","CPI","TOT","AGRWTH","M","2012-11",5.533837,
"BRA","CPI","TOT","AGRWTH","M","2012-12",5.839528,
"BRA","CPI","TOT","AGRWTH","M","2013-01",6.154026,
"BRA","CPI","TOT","AGRWTH","M","2013-02",6.312605,
"BRA","CPI","TOT","AGRWTH","M","2013-03",6.588495,
"BRA","CPI","TOT","AGRWTH","M","2013-04",6.492286,
"BRA","CPI","TOT","AGRWTH","M","2013-05",6.505934,
"BRA","CPI","TOT","AGRWTH","M","2013-06",6.696528,
"BRA","CPI","TOT","AGRWTH","M","2013-07",6.270692,
"BRA","CPI","TOT","AGRWTH","M","2013-08",6.090762,
"BRA","CPI","TOT","AGRWTH","M","2013-09",5.858621,
"BRA","CPI","TOT","AGRWTH","M","2013-10",5.837485,
"BRA","CPI","TOT","AGRWTH","M","2013-11",5.774407,
"BRA","CPI","TOT","AGRWTH","M","2013-12",5.910683,
"BRA","CPI","TOT","AGRWTH","M","2014-01",5.58534,
"BRA","CPI","TOT","AGRWTH","M","2014-02",5.679518,
"BRA","CPI","TOT","AGRWTH","M","2014-03",6.153469,
"CHL","CPI","TOT","AGRWTH","M","2007-12",7.823145,
"CHL","CPI","TOT","AGRWTH","M","2008-01",7.455075,
"CHL","CPI","TOT","AGRWTH","M","2008-02",8.070803,
"CHL","CPI","TOT","AGRWTH","M","2008-03",8.50844,
"CHL","CPI","TOT","AGRWTH","M","2008-04",8.301081,
"CHL","CPI","TOT","AGRWTH","M","2008-05",8.875021,
"CHL","CPI","TOT","AGRWTH","M","2008-06",9.474133,
"CHL","CPI","TOT","AGRWTH","M","2008-07",9.476223,
"CHL","CPI","TOT","AGRWTH","M","2008-08",9.305241,
"CHL","CPI","TOT","AGRWTH","M","2008-09",9.232459,
"CHL","CPI","TOT","AGRWTH","M","2008-10",9.853125,
"CHL","CPI","TOT","AGRWTH","M","2008-11",8.887383,
"CHL","CPI","TOT","AGRWTH","M","2008-12",7.092753,
"CHL","CPI","TOT","AGRWTH","M","2009-01",6.31756,
"CHL","CPI","TOT","AGRWTH","M","2009-02",4.512144,
"CHL","CPI","TOT","AGRWTH","M","2009-03",3.689837,
"CHL","CPI","TOT","AGRWTH","M","2009-04",3.139347,
"CHL","CPI","TOT","AGRWTH","M","2009-05",1.737935,
"CHL","CPI","TOT","AGRWTH","M","2009-06",0.5868666,
"CHL","CPI","TOT","AGRWTH","M","2009-07",-0.96504,
"CHL","CPI","TOT","AGRWTH","M","2009-08",-2.32774,
"CHL","CPI","TOT","AGRWTH","M","2009-09",-2.257134,
"CHL","CPI","TOT","AGRWTH","M","2009-10",-3.120338,
"CHL","CPI","TOT","AGRWTH","M","2009-11",-3.380892,
"CHL","CPI","TOT","AGRWTH","M","2009-12",-2.580917,
"CHL","CPI","TOT","AGRWTH","M","2010-01",-1.32189,
"CHL","CPI","TOT","AGRWTH","M","2010-02",0.2598701,
"CHL","CPI","TOT","AGRWTH","M","2010-03",0.2997302,
"CHL","CPI","TOT","AGRWTH","M","2010-04",0.9205523,
"CHL","CPI","TOT","AGRWTH","M","2010-05",1.504212,
"CHL","CPI","TOT","AGRWTH","M","2010-06",1.159304,
"CHL","CPI","TOT","AGRWTH","M","2010-07",2.248319,
"CHL","CPI","TOT","AGRWTH","M","2010-08",2.621761,
"CHL","CPI","TOT","AGRWTH","M","2010-09",1.874377,
"CHL","CPI","TOT","AGRWTH","M","2010-10",1.984246,
"CHL","CPI","TOT","AGRWTH","M","2010-11",2.462709,
"CHL","CPI","TOT","AGRWTH","M","2010-12",2.974576,
"CHL","CPI","TOT","AGRWTH","M","2011-01",2.729181,
"CHL","CPI","TOT","AGRWTH","M","2011-02",2.661749,
"CHL","CPI","TOT","AGRWTH","M","2011-03",3.366869,
"CHL","CPI","TOT","AGRWTH","M","2011-04",3.212373,
"CHL","CPI","TOT","AGRWTH","M","2011-05",3.260225,
"CHL","CPI","TOT","AGRWTH","M","2011-06",3.438056,
"CHL","CPI","TOT","AGRWTH","M","2011-07",2.905664,
"CHL","CPI","TOT","AGRWTH","M","2011-08",3.173823,
"CHL","CPI","TOT","AGRWTH","M","2011-09",3.268741,
"CHL","CPI","TOT","AGRWTH","M","2011-10",3.666406,
"CHL","CPI","TOT","AGRWTH","M","2011-11",3.927699,
"CHL","CPI","TOT","AGRWTH","M","2011-12",4.440324,
"CHL","CPI","TOT","AGRWTH","M","2012-01",4.233165,
"CHL","CPI","TOT","AGRWTH","M","2012-02",4.418334,
"CHL","CPI","TOT","AGRWTH","M","2012-03",3.787222,
"CHL","CPI","TOT","AGRWTH","M","2012-04",3.51585,
"CHL","CPI","TOT","AGRWTH","M","2012-05",3.128588,
"CHL","CPI","TOT","AGRWTH","M","2012-06",2.645654,
"CHL","CPI","TOT","AGRWTH","M","2012-07",2.508824,
"CHL","CPI","TOT","AGRWTH","M","2012-08",2.561905,
"CHL","CPI","TOT","AGRWTH","M","2012-09",2.843063,
"CHL","CPI","TOT","AGRWTH","M","2012-10",2.923701,
"CHL","CPI","TOT","AGRWTH","M","2012-11",2.13406,
"CHL","CPI","TOT","AGRWTH","M","2012-12",1.485704,
"CHL","CPI","TOT","AGRWTH","M","2013-01",1.577817,
"CHL","CPI","TOT","AGRWTH","M","2013-02",1.303858,
"CHL","CPI","TOT","AGRWTH","M","2013-03",1.705865,
"CHL","CPI","TOT","AGRWTH","M","2013-04",1.46544,
"CHL","CPI","TOT","AGRWTH","M","2013-05",1.38616,
"CHL","CPI","TOT","AGRWTH","M","2013-06",2.159013,
"CHL","CPI","TOT","AGRWTH","M","2013-07",2.219717,
"CHL","CPI","TOT","AGRWTH","M","2013-08",2.28749,
"CHL","CPI","TOT","AGRWTH","M","2013-09",2.001987,
"CHL","CPI","TOT","AGRWTH","M","2013-10",1.734311,
"CHL","CPI","TOT","AGRWTH","M","2013-11",2.446368,
"CHL","CPI","TOT","AGRWTH","M","2013-12",2.839381,
"CHL","CPI","TOT","AGRWTH","M","2014-01",2.841829,
"CHL","CPI","TOT","AGRWTH","M","2014-02",3.212121,
"CHL","CPI","TOT","AGRWTH","M","2014-03",3.505776,
"CHN","CPI","TOT","AGRWTH","M","2007-12",6.5,
"CHN","CPI","TOT","AGRWTH","M","2008-01",7.1,
"CHN","CPI","TOT","AGRWTH","M","2008-02",8.7,
"CHN","CPI","TOT","AGRWTH","M","2008-03",8.3,
"CHN","CPI","TOT","AGRWTH","M","2008-04",8.5,
"CHN","CPI","TOT","AGRWTH","M","2008-05",7.7,
"CHN","CPI","TOT","AGRWTH","M","2008-06",7.1,
"CHN","CPI","TOT","AGRWTH","M","2008-07",6.3,
"CHN","CPI","TOT","AGRWTH","M","2008-08",4.9,
"CHN","CPI","TOT","AGRWTH","M","2008-09",4.6,
"CHN","CPI","TOT","AGRWTH","M","2008-10",4,
"CHN","CPI","TOT","AGRWTH","M","2008-11",2.4,
"CHN","CPI","TOT","AGRWTH","M","2008-12",1.2,
"CHN","CPI","TOT","AGRWTH","M","2009-01",1,
"CHN","CPI","TOT","AGRWTH","M","2009-02",-1.6,
